"","id","price","neighborhood","accommodates","bathrooms","bedrooms","beds","review_scores_rating","number_of_reviews","listing_url"
"7831",23262869,NA,NA,4,1,2,2,100,1,"https://www.airbnb.com/rooms/23262869"
"7832",23263070,NA,"Old Town",4,1,1,1,90,2,"https://www.airbnb.com/rooms/23263070"
"7833",23270113,45,"Southside",2,1,1,1,98,17,"https://www.airbnb.com/rooms/23270113"
"7834",23271644,45,"West End",2,1,1,1,92,23,"https://www.airbnb.com/rooms/23271644"
"7835",23272911,63,"Stockbridge",4,1,2,3,89,44,"https://www.airbnb.com/rooms/23272911"
"7836",23274441,79,NA,4,1,1,2,98,19,"https://www.airbnb.com/rooms/23274441"
"7837",23282163,370,"West End",10,5,5,4,100,5,"https://www.airbnb.com/rooms/23282163"
"7838",23286994,60,"Cannonmills",2,1,1,1,96,57,"https://www.airbnb.com/rooms/23286994"
"7839",23291274,37,"New Town",2,1,1,1,99,58,"https://www.airbnb.com/rooms/23291274"
"7840",23292765,80,"Tollcross",4,1,2,3,100,48,"https://www.airbnb.com/rooms/23292765"
"7841",23299659,165,NA,7,2,2,5,NA,0,"https://www.airbnb.com/rooms/23299659"
"7842",23299889,55,NA,4,1,2,3,95,42,"https://www.airbnb.com/rooms/23299889"
"7843",23300788,75,"Stockbridge",4,0,1,2,93,3,"https://www.airbnb.com/rooms/23300788"
"7844",23301509,48,"Leith",2,1,1,1,98,13,"https://www.airbnb.com/rooms/23301509"
"7845",23316212,34,NA,2,2,1,1,NA,0,"https://www.airbnb.com/rooms/23316212"
"7846",23318899,35,"Southside",2,1,1,1,85,4,"https://www.airbnb.com/rooms/23318899"
"7847",23325961,40,"Morningside",5,1,2,3,90,30,"https://www.airbnb.com/rooms/23325961"
"7848",23330316,19,"West End",1,1,1,1,93,92,"https://www.airbnb.com/rooms/23330316"
"7849",23339408,65,"Newington",2,1,1,1,100,4,"https://www.airbnb.com/rooms/23339408"
"7850",23347316,40,"New Town",2,1,1,1,99,105,"https://www.airbnb.com/rooms/23347316"
"7851",23347480,50,"Newington",2,1,1,1,99,43,"https://www.airbnb.com/rooms/23347480"
"7852",23347496,80,"New Town",2,1,1,1,99,76,"https://www.airbnb.com/rooms/23347496"
"7853",23348605,250,"Leith",6,2,3,5,100,5,"https://www.airbnb.com/rooms/23348605"
"7854",23348897,40,NA,2,1,1,1,100,8,"https://www.airbnb.com/rooms/23348897"
"7855",23355185,55,"Leith",2,1,1,1,93,4,"https://www.airbnb.com/rooms/23355185"
"7856",23356706,65,"Stockbridge",5,1,2,4,95,66,"https://www.airbnb.com/rooms/23356706"
"7857",23365924,36,NA,2,1,1,1,100,34,"https://www.airbnb.com/rooms/23365924"
"7858",23366719,150,"Marchmont",6,1,3,3,100,2,"https://www.airbnb.com/rooms/23366719"
"7859",23372037,90,"Marchmont",6,2.5,3,3,100,1,"https://www.airbnb.com/rooms/23372037"
"7860",23383717,70,"New Town",4,1,2,2,98,31,"https://www.airbnb.com/rooms/23383717"
"7861",23384164,185,"Haymarket",2,1,1,1,100,1,"https://www.airbnb.com/rooms/23384164"
"7862",23386830,20,"Leith",2,1,1,1,NA,1,"https://www.airbnb.com/rooms/23386830"
"7863",23390344,50,NA,4,1,2,2,97,7,"https://www.airbnb.com/rooms/23390344"
"7864",23391700,87,"West End",4,1,2,3,NA,0,"https://www.airbnb.com/rooms/23391700"
"7865",23402581,115,"Morningside",4,1,2,3,97,24,"https://www.airbnb.com/rooms/23402581"
"7866",23407809,30,"Leith",2,1,1,1,100,8,"https://www.airbnb.com/rooms/23407809"
"7867",23408067,430,"New Town",8,4,4,4,100,15,"https://www.airbnb.com/rooms/23408067"
"7868",23411418,55,"West End",4,1,1,2,98,47,"https://www.airbnb.com/rooms/23411418"
"7869",23413519,110,"Old Town",8,1,3,6,87,35,"https://www.airbnb.com/rooms/23413519"
"7870",23415505,25,NA,2,1,1,2,90,29,"https://www.airbnb.com/rooms/23415505"
"7871",23428168,17,NA,1,1,1,1,91,102,"https://www.airbnb.com/rooms/23428168"
"7872",23429514,50,NA,2,1,1,1,100,13,"https://www.airbnb.com/rooms/23429514"
"7873",23429790,500,"West End",4,1,1,1,95,100,"https://www.airbnb.com/rooms/23429790"
"7874",23429942,70,"Leith",4,1,2,2,93,39,"https://www.airbnb.com/rooms/23429942"
"7875",23430237,65,"Cannonmills",4,2,2,2,99,32,"https://www.airbnb.com/rooms/23430237"
"7876",23435435,125,"Leith",6,2,2,4,89,22,"https://www.airbnb.com/rooms/23435435"
"7877",23436019,125,"Leith",6,2,2,4,95,23,"https://www.airbnb.com/rooms/23436019"
"7878",23436148,125,"Leith",6,2,2,4,89,28,"https://www.airbnb.com/rooms/23436148"
"7879",23444337,50,"Morningside",4,1,2,2,98,18,"https://www.airbnb.com/rooms/23444337"
"7880",23445673,35,"Newington",3,1,1,2,89,82,"https://www.airbnb.com/rooms/23445673"
"7881",23445772,82,"New Town",6,2,3,3,95,77,"https://www.airbnb.com/rooms/23445772"
"7882",23446007,100,"Old Town",4,1,2,3,97,77,"https://www.airbnb.com/rooms/23446007"
"7883",23446597,125,"West End",4,2,2,3,97,7,"https://www.airbnb.com/rooms/23446597"
"7884",23447181,85,"Morningside",5,1,2,2,100,2,"https://www.airbnb.com/rooms/23447181"
"7885",23447353,400,"Leith",4,2,2,2,94,53,"https://www.airbnb.com/rooms/23447353"
"7886",23449456,60,"Southside",2,1,1,1,94,35,"https://www.airbnb.com/rooms/23449456"
"7887",23449707,75,"West End",2,2,1,1,100,3,"https://www.airbnb.com/rooms/23449707"
"7888",23449794,60,"Leith",4,1,1,3,100,1,"https://www.airbnb.com/rooms/23449794"
"7889",23452066,50,"Leith",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23452066"
"7890",23452991,54,"Leith",3,1,1,1,NA,0,"https://www.airbnb.com/rooms/23452991"
"7891",23453842,30,"Haymarket",2,1,1,1,94,10,"https://www.airbnb.com/rooms/23453842"
"7892",23459431,65,"Leith",2,1,1,1,95,22,"https://www.airbnb.com/rooms/23459431"
"7893",23459686,140,"Tollcross",4,2,2,3,97,41,"https://www.airbnb.com/rooms/23459686"
"7894",23461878,80,NA,3,0,1,2,100,6,"https://www.airbnb.com/rooms/23461878"
"7895",23465190,60,"Cannonmills",4,1,2,2,94,20,"https://www.airbnb.com/rooms/23465190"
"7896",23465689,30,"Marchmont",2,1,1,1,84,31,"https://www.airbnb.com/rooms/23465689"
"7897",23472834,85,"Old Town",4,1,1,1,100,6,"https://www.airbnb.com/rooms/23472834"
"7898",23478732,98,NA,1,1,1,1,NA,0,"https://www.airbnb.com/rooms/23478732"
"7899",23482287,59,"Haymarket",4,1,1,2,92,45,"https://www.airbnb.com/rooms/23482287"
"7900",23483884,97,"Cannonmills",4,1,2,2,97,41,"https://www.airbnb.com/rooms/23483884"
"7901",23491598,100,"Haymarket",4,1,1,1,NA,0,"https://www.airbnb.com/rooms/23491598"
"7902",23491781,100,"Leith",6,3,3,3,95,24,"https://www.airbnb.com/rooms/23491781"
"7903",23491821,99,"Leith",6,2,2,3,99,44,"https://www.airbnb.com/rooms/23491821"
"7904",23492340,335,"Leith",10,2.5,5,7,80,1,"https://www.airbnb.com/rooms/23492340"
"7905",23495486,60,"Leith",2,1,1,1,100,23,"https://www.airbnb.com/rooms/23495486"
"7906",23495979,50,"New Town",3,1,1,1,89,20,"https://www.airbnb.com/rooms/23495979"
"7907",23499212,100,"New Town",4,1,2,3,98,68,"https://www.airbnb.com/rooms/23499212"
"7908",23503031,25,NA,1,1,1,1,100,44,"https://www.airbnb.com/rooms/23503031"
"7909",23503977,90,"New Town",2,1,1,1,100,77,"https://www.airbnb.com/rooms/23503977"
"7910",23510934,150,"Old Town",2,1,0,1,97,6,"https://www.airbnb.com/rooms/23510934"
"7911",23511265,75,"Newington",2,1,1,1,100,8,"https://www.airbnb.com/rooms/23511265"
"7912",23512103,200,"Marchmont",10,2,5,5,NA,0,"https://www.airbnb.com/rooms/23512103"
"7913",23515634,180,"Leith",4,2,2,2,100,3,"https://www.airbnb.com/rooms/23515634"
"7914",23516708,49,"Leith",2,1,1,1,97,23,"https://www.airbnb.com/rooms/23516708"
"7915",23521941,51,"Old Town",2,1,1,1,80,13,"https://www.airbnb.com/rooms/23521941"
"7916",23522248,120,"Bruntsfield",6,2,3,3,99,15,"https://www.airbnb.com/rooms/23522248"
"7917",23524587,49,"Marchmont",2,1,1,1,100,7,"https://www.airbnb.com/rooms/23524587"
"7918",23525191,70,"Leith",2,1,1,1,93,71,"https://www.airbnb.com/rooms/23525191"
"7919",23535508,20,NA,1,1,1,1,100,1,"https://www.airbnb.com/rooms/23535508"
"7920",23537227,75,"Haymarket",4,1,2,2,100,3,"https://www.airbnb.com/rooms/23537227"
"7921",23540394,18,"Leith",2,1,1,1,100,4,"https://www.airbnb.com/rooms/23540394"
"7922",23544454,120,"Old Town",4,1,2,2,96,56,"https://www.airbnb.com/rooms/23544454"
"7923",23552339,80,"Leith",3,1,1,1,100,4,"https://www.airbnb.com/rooms/23552339"
"7924",23554083,140,"New Town",6,1.5,3,3,98,9,"https://www.airbnb.com/rooms/23554083"
"7925",23554266,100,"Leith",4,1,2,2,97,23,"https://www.airbnb.com/rooms/23554266"
"7926",23554550,24,"Leith",2,1.5,1,1,91,26,"https://www.airbnb.com/rooms/23554550"
"7927",23554614,69,"Southside",4,1,2,2,95,4,"https://www.airbnb.com/rooms/23554614"
"7928",23554964,35,"Leith",2,1,1,1,91,49,"https://www.airbnb.com/rooms/23554964"
"7929",23558123,18,NA,1,1,0,1,100,4,"https://www.airbnb.com/rooms/23558123"
"7930",23562872,50,"Haymarket",4,1,2,3,96,55,"https://www.airbnb.com/rooms/23562872"
"7931",23564243,50,"Haymarket",2,1,1,1,99,54,"https://www.airbnb.com/rooms/23564243"
"7932",23564775,80,"Cannonmills",4,1,2,2,NA,0,"https://www.airbnb.com/rooms/23564775"
"7933",23571763,75,"New Town",4,1,2,2,95,51,"https://www.airbnb.com/rooms/23571763"
"7934",23576378,50,NA,2,1,1,1,93,12,"https://www.airbnb.com/rooms/23576378"
"7935",23578315,50,NA,2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23578315"
"7936",23588975,50,NA,2,1,1,1,100,20,"https://www.airbnb.com/rooms/23588975"
"7937",23591542,100,"Haymarket",4,1,2,2,NA,0,"https://www.airbnb.com/rooms/23591542"
"7938",23592050,16,"Haymarket",1,1,1,1,91,32,"https://www.airbnb.com/rooms/23592050"
"7939",23592829,49,"Leith",4,1,2,3,99,58,"https://www.airbnb.com/rooms/23592829"
"7940",23594390,70,"West End",4,1.5,2,2,100,3,"https://www.airbnb.com/rooms/23594390"
"7941",23600993,69,"Old Town",4,1,1,2,97,47,"https://www.airbnb.com/rooms/23600993"
"7942",23602997,60,"Leith",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23602997"
"7943",23604165,95,"Leith",4,1,2,2,98,12,"https://www.airbnb.com/rooms/23604165"
"7944",23606185,130,"Leith",4,2,2,3,NA,0,"https://www.airbnb.com/rooms/23606185"
"7945",23606640,55,NA,2,1,1,1,100,11,"https://www.airbnb.com/rooms/23606640"
"7946",23606931,65,"Cannonmills",2,1,1,1,98,25,"https://www.airbnb.com/rooms/23606931"
"7947",23607969,35,"Southside",2,1.5,1,1,100,1,"https://www.airbnb.com/rooms/23607969"
"7948",23609995,37,"Bruntsfield",1,1,1,1,100,1,"https://www.airbnb.com/rooms/23609995"
"7949",23619956,36,NA,4,1,2,4,100,8,"https://www.airbnb.com/rooms/23619956"
"7950",23622053,35,"Leith",2,1,1,2,95,81,"https://www.airbnb.com/rooms/23622053"
"7951",23622548,275,"Leith",8,1,3,5,95,20,"https://www.airbnb.com/rooms/23622548"
"7952",23624969,400,NA,4,1,1,1,97,52,"https://www.airbnb.com/rooms/23624969"
"7953",23625403,40,"Leith",2,1,1,1,87,6,"https://www.airbnb.com/rooms/23625403"
"7954",23628207,38,"Leith",2,1,1,1,93,24,"https://www.airbnb.com/rooms/23628207"
"7955",23628827,55,"Old Town",4,1,2,4,97,9,"https://www.airbnb.com/rooms/23628827"
"7956",23628867,43,"Leith",6,1,3,5,70,2,"https://www.airbnb.com/rooms/23628867"
"7957",23629633,65,NA,2,1,0,2,98,12,"https://www.airbnb.com/rooms/23629633"
"7958",23637047,20,NA,2,1,1,1,100,15,"https://www.airbnb.com/rooms/23637047"
"7959",23638606,85,"Bruntsfield",4,1,1,1,99,55,"https://www.airbnb.com/rooms/23638606"
"7960",23639500,150,"West End",5,1,2,2,100,3,"https://www.airbnb.com/rooms/23639500"
"7961",23643024,85,"Leith",2,1.5,1,1,98,57,"https://www.airbnb.com/rooms/23643024"
"7962",23655287,55,"Leith",2,1,1,1,97,38,"https://www.airbnb.com/rooms/23655287"
"7963",23659642,70,"West End",4,2,2,2,88,10,"https://www.airbnb.com/rooms/23659642"
"7964",23666267,60,"Leith",2,1,1,1,100,18,"https://www.airbnb.com/rooms/23666267"
"7965",23668570,33,"West End",2,1,1,1,94,10,"https://www.airbnb.com/rooms/23668570"
"7966",23676253,75,"Old Town",2,0.5,1,2,NA,0,"https://www.airbnb.com/rooms/23676253"
"7967",23676997,65,"Old Town",4,1,2,2,95,87,"https://www.airbnb.com/rooms/23676997"
"7968",23677179,125,"West End",4,1,2,3,98,57,"https://www.airbnb.com/rooms/23677179"
"7969",23678252,40,"Leith",2,1,1,1,100,2,"https://www.airbnb.com/rooms/23678252"
"7970",23680161,300,"Leith",4,2,2,2,92,110,"https://www.airbnb.com/rooms/23680161"
"7971",23691325,100,"Newington",6,1,3,3,96,37,"https://www.airbnb.com/rooms/23691325"
"7972",23692168,79,NA,2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23692168"
"7973",23693620,69,"Stockbridge",4,1,2,2,91,55,"https://www.airbnb.com/rooms/23693620"
"7974",23696845,69,"Haymarket",2,1,1,1,NA,2,"https://www.airbnb.com/rooms/23696845"
"7975",23697173,40,"Stockbridge",2,1.5,1,1,94,101,"https://www.airbnb.com/rooms/23697173"
"7976",23699727,38,"Southside",2,1,1,2,NA,0,"https://www.airbnb.com/rooms/23699727"
"7977",23700583,55,"Tollcross",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23700583"
"7978",23706638,69,"Old Town",4,1,1,2,97,137,"https://www.airbnb.com/rooms/23706638"
"7979",23710266,150,"Leith",4,1,1,2,96,15,"https://www.airbnb.com/rooms/23710266"
"7980",23714193,65,"Leith",2,1,1,1,93,3,"https://www.airbnb.com/rooms/23714193"
"7981",23719603,85,"Tollcross",4,1,1,2,98,31,"https://www.airbnb.com/rooms/23719603"
"7982",23722393,35,"Leith",2,1,1,1,97,30,"https://www.airbnb.com/rooms/23722393"
"7983",23727234,50,"Old Town",3,1,1,2,97,27,"https://www.airbnb.com/rooms/23727234"
"7984",23727337,80,"Stockbridge",2,1,1,1,98,12,"https://www.airbnb.com/rooms/23727337"
"7985",23727763,90,"New Town",2,1,1,1,100,106,"https://www.airbnb.com/rooms/23727763"
"7986",23727925,120,NA,5,2,3,0,97,6,"https://www.airbnb.com/rooms/23727925"
"7987",23728154,50,"Haymarket",5,1,2,2,98,12,"https://www.airbnb.com/rooms/23728154"
"7988",23739757,92,"Cannonmills",4,1,1,2,89,38,"https://www.airbnb.com/rooms/23739757"
"7989",23739858,50,"Leith",2,1,1,1,100,12,"https://www.airbnb.com/rooms/23739858"
"7990",23741200,80,"Leith",4,2,2,2,88,45,"https://www.airbnb.com/rooms/23741200"
"7991",23741439,70,"Southside",2,1,1,1,95,26,"https://www.airbnb.com/rooms/23741439"
"7992",23742301,99,"New Town",6,2,3,3,90,21,"https://www.airbnb.com/rooms/23742301"
"7993",23744430,47,"Leith",2,1,1,1,97,6,"https://www.airbnb.com/rooms/23744430"
"7994",23745869,100,"Old Town",4,2,2,2,94,21,"https://www.airbnb.com/rooms/23745869"
"7995",23747423,130,"Leith",5,1,3,3,81,94,"https://www.airbnb.com/rooms/23747423"
"7996",23757763,119,"New Town",5,2,3,4,92,43,"https://www.airbnb.com/rooms/23757763"
"7997",23758669,119,"Haymarket",4,1,1,1,NA,0,"https://www.airbnb.com/rooms/23758669"
"7998",23759541,65,"Cannonmills",5,1.5,2,3,71,13,"https://www.airbnb.com/rooms/23759541"
"7999",23759618,60,NA,4,2,2,2,100,2,"https://www.airbnb.com/rooms/23759618"
"8000",23760898,75,"New Town",4,1,1,2,96,35,"https://www.airbnb.com/rooms/23760898"
"8001",23761326,75,"New Town",4,1,1,2,94,27,"https://www.airbnb.com/rooms/23761326"
"8002",23761353,170,"Southside",4,1,2,3,92,5,"https://www.airbnb.com/rooms/23761353"
"8003",23774921,30,"Tollcross",1,1,1,1,NA,0,"https://www.airbnb.com/rooms/23774921"
"8004",23776124,59,"Morningside",6,1,2,3,97,19,"https://www.airbnb.com/rooms/23776124"
"8005",23776255,65,"West End",6,1,2,3,89,26,"https://www.airbnb.com/rooms/23776255"
"8006",23780640,39,"Leith",2,1,1,1,99,14,"https://www.airbnb.com/rooms/23780640"
"8007",23781355,50,"Marchmont",2,0.5,1,1,96,33,"https://www.airbnb.com/rooms/23781355"
"8008",23784497,95,"Leith",4,1,1,2,97,29,"https://www.airbnb.com/rooms/23784497"
"8009",23785494,18,"Leith",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23785494"
"8010",23793896,175,"Marchmont",4,1,2,2,100,2,"https://www.airbnb.com/rooms/23793896"
"8011",23797606,31,NA,3,1,1,2,93,7,"https://www.airbnb.com/rooms/23797606"
"8012",23798699,31,NA,3,1,1,2,92,5,"https://www.airbnb.com/rooms/23798699"
"8013",23800431,60,"Southside",2,1,1,1,100,5,"https://www.airbnb.com/rooms/23800431"
"8014",23805867,85,"Leith",6,2.5,3,3,93,61,"https://www.airbnb.com/rooms/23805867"
"8015",23816892,40,"Leith",1,1,1,1,NA,0,"https://www.airbnb.com/rooms/23816892"
"8016",23819424,100,"Haymarket",8,2,4,4,88,5,"https://www.airbnb.com/rooms/23819424"
"8017",23820969,50,NA,2,1,1,1,100,39,"https://www.airbnb.com/rooms/23820969"
"8018",23821622,39,"Leith",2,0.5,1,1,96,45,"https://www.airbnb.com/rooms/23821622"
"8019",23821834,82,"Cannonmills",4,2.5,2,2,97,55,"https://www.airbnb.com/rooms/23821834"
"8020",23824483,119,"Old Town",9,3.5,4,5,87,70,"https://www.airbnb.com/rooms/23824483"
"8021",23825656,45,"Leith",5,1.5,1,3,90,70,"https://www.airbnb.com/rooms/23825656"
"8022",23834673,37,"Leith",6,1,2,3,85,12,"https://www.airbnb.com/rooms/23834673"
"8023",23837296,100,NA,2,1,1,2,90,3,"https://www.airbnb.com/rooms/23837296"
"8024",23839760,75,"Old Town",4,1,0,1,95,98,"https://www.airbnb.com/rooms/23839760"
"8025",23840945,100,"Old Town",4,1,1,2,97,26,"https://www.airbnb.com/rooms/23840945"
"8026",23841402,35,NA,2,1,1,1,96,25,"https://www.airbnb.com/rooms/23841402"
"8027",23848089,60,NA,4,1,2,2,98,13,"https://www.airbnb.com/rooms/23848089"
"8028",23848875,33,"Marchmont",3,1,1,2,96,15,"https://www.airbnb.com/rooms/23848875"
"8029",23849502,90,"New Town",4,1,2,2,100,37,"https://www.airbnb.com/rooms/23849502"
"8030",23851278,59,"Stockbridge",2,1.5,1,1,95,20,"https://www.airbnb.com/rooms/23851278"
"8031",23851872,60,"Morningside",2,1,1,1,80,1,"https://www.airbnb.com/rooms/23851872"
"8032",23851979,70,"Leith",2,1,1,1,99,58,"https://www.airbnb.com/rooms/23851979"
"8033",23853102,40,"Haymarket",2,1,1,1,98,42,"https://www.airbnb.com/rooms/23853102"
"8034",23854495,120,"Cannonmills",4,1,2,2,96,45,"https://www.airbnb.com/rooms/23854495"
"8035",23857068,200,"Leith",6,2,3,3,97,69,"https://www.airbnb.com/rooms/23857068"
"8036",23859186,35,NA,1,1,1,1,83,6,"https://www.airbnb.com/rooms/23859186"
"8037",23861291,225,"New Town",9,3,3,5,97,31,"https://www.airbnb.com/rooms/23861291"
"8038",23870805,100,NA,4,1,2,2,100,5,"https://www.airbnb.com/rooms/23870805"
"8039",23871550,59,"Stockbridge",4,1,1,1,92,47,"https://www.airbnb.com/rooms/23871550"
"8040",23871554,200,"Tollcross",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23871554"
"8041",23875275,139,"Southside",5,3,3,3,87,43,"https://www.airbnb.com/rooms/23875275"
"8042",23876083,20,"Leith",2,1.5,1,1,100,2,"https://www.airbnb.com/rooms/23876083"
"8043",23876691,35,"Haymarket",2,1,1,1,NA,1,"https://www.airbnb.com/rooms/23876691"
"8044",23877462,79,"Southside",2,1,1,1,94,43,"https://www.airbnb.com/rooms/23877462"
"8045",23878649,26,"Leith",2,1,1,1,92,49,"https://www.airbnb.com/rooms/23878649"
"8046",23879670,65,"Leith",6,1,2,4,91,34,"https://www.airbnb.com/rooms/23879670"
"8047",23880134,120,NA,4,2,2,3,99,26,"https://www.airbnb.com/rooms/23880134"
"8048",23891087,90,NA,5,1,2,3,100,2,"https://www.airbnb.com/rooms/23891087"
"8049",23895055,150,"New Town",6,1,2,3,97,7,"https://www.airbnb.com/rooms/23895055"
"8050",23897205,35,NA,2,1,1,1,100,12,"https://www.airbnb.com/rooms/23897205"
"8051",23899614,60,"Haymarket",2,1,1,1,93,13,"https://www.airbnb.com/rooms/23899614"
"8052",23902829,70,NA,4,1,2,2,94,20,"https://www.airbnb.com/rooms/23902829"
"8053",23902945,205,"Leith",4,1,2,2,NA,1,"https://www.airbnb.com/rooms/23902945"
"8054",23903056,110,"Cannonmills",7,3.5,4,5,100,5,"https://www.airbnb.com/rooms/23903056"
"8055",23904802,80,"Leith",4,1,2,2,93,3,"https://www.airbnb.com/rooms/23904802"
"8056",23912683,70,"Southside",1,1,1,1,NA,0,"https://www.airbnb.com/rooms/23912683"
"8057",23913360,85,NA,5,2,2,2,100,45,"https://www.airbnb.com/rooms/23913360"
"8058",23913867,180,"Tollcross",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23913867"
"8059",23914702,100,"Old Town",4,1,1,1,99,52,"https://www.airbnb.com/rooms/23914702"
"8060",23916140,35,"Leith",2,1,1,1,98,83,"https://www.airbnb.com/rooms/23916140"
"8061",23916726,79,"Cannonmills",4,2,2,2,96,55,"https://www.airbnb.com/rooms/23916726"
"8062",23918703,50,"Stockbridge",2,1,1,1,100,16,"https://www.airbnb.com/rooms/23918703"
"8063",23918906,100,"Stockbridge",2,1,1,1,100,3,"https://www.airbnb.com/rooms/23918906"
"8064",23920281,30,NA,5,2,3,3,97,29,"https://www.airbnb.com/rooms/23920281"
"8065",23924773,64,"Leith",4,1,2,2,98,124,"https://www.airbnb.com/rooms/23924773"
"8066",23927248,32,"Stockbridge",2,1,1,1,98,37,"https://www.airbnb.com/rooms/23927248"
"8067",23931136,100,"West End",4,1,1,2,94,10,"https://www.airbnb.com/rooms/23931136"
"8068",23933675,51,"Leith",4,1,1,2,98,55,"https://www.airbnb.com/rooms/23933675"
"8069",23933729,25,"Leith",2,1,0,1,100,2,"https://www.airbnb.com/rooms/23933729"
"8070",23934699,200,"New Town",4,1,2,2,NA,0,"https://www.airbnb.com/rooms/23934699"
"8071",23936515,30,"Leith",2,1,1,1,98,32,"https://www.airbnb.com/rooms/23936515"
"8072",23937185,115,"Haymarket",2,1,1,1,NA,0,"https://www.airbnb.com/rooms/23937185"
"8073",23937650,195,"Haymarket",4,1,2,3,NA,0,"https://www.airbnb.com/rooms/23937650"
"8074",23940018,35,NA,1,1,1,1,90,2,"https://www.airbnb.com/rooms/23940018"
"8075",23943454,80,NA,2,1,1,1,90,2,"https://www.airbnb.com/rooms/23943454"
"8076",23946780,32,"Marchmont",2,1,1,1,97,12,"https://www.airbnb.com/rooms/23946780"
"8077",23952942,200,"Marchmont",9,1,3,5,96,9,"https://www.airbnb.com/rooms/23952942"
"8078",23955480,135,"Leith",8,1.5,4,4,95,70,"https://www.airbnb.com/rooms/23955480"
"8079",23957155,200,"New Town",7,2,3,4,96,9,"https://www.airbnb.com/rooms/23957155"
"8080",23959215,90,"Old Town",2,1,1,1,100,15,"https://www.airbnb.com/rooms/23959215"
"8081",23962672,35,"Marchmont",2,1,1,1,99,71,"https://www.airbnb.com/rooms/23962672"
"8082",23973166,39,"Haymarket",4,1,1,1,100,2,"https://www.airbnb.com/rooms/23973166"
"8083",23978538,45,"Haymarket",2,1,1,1,95,52,"https://www.airbnb.com/rooms/23978538"
"8084",23979793,200,NA,4,2,2,2,95,51,"https://www.airbnb.com/rooms/23979793"
"8085",23989126,130,"Old Town",4,1,2,2,88,52,"https://www.airbnb.com/rooms/23989126"
"8086",23991196,80,"Leith",4,1,1,1,95,125,"https://www.airbnb.com/rooms/23991196"
"8087",23993654,55,NA,3,1,1,1,99,38,"https://www.airbnb.com/rooms/23993654"
"8088",23993851,300,"Leith",6,1.5,2,3,95,62,"https://www.airbnb.com/rooms/23993851"
"8089",23995953,85,"Bruntsfield",6,2,2,3,99,15,"https://www.airbnb.com/rooms/23995953"
"8090",24007327,80,NA,4,1,2,2,100,1,"https://www.airbnb.com/rooms/24007327"
"8091",24008431,70,"Old Town",4,1,1,2,96,50,"https://www.airbnb.com/rooms/24008431"
"8092",24009012,77,"Bruntsfield",4,2,2,2,96,55,"https://www.airbnb.com/rooms/24009012"
"8093",24011086,NA,"Southside",2,1,1,1,97,6,"https://www.airbnb.com/rooms/24011086"
"8094",24011129,22,NA,2,1,1,1,97,84,"https://www.airbnb.com/rooms/24011129"
"8095",24014357,38,"New Town",1,1,1,1,100,3,"https://www.airbnb.com/rooms/24014357"
"8096",24014954,80,"Haymarket",6,1,2,1,93,3,"https://www.airbnb.com/rooms/24014954"
"8097",24015559,250,"New Town",4,1,2,2,100,2,"https://www.airbnb.com/rooms/24015559"
"8098",24016220,45,"Haymarket",2,1,1,1,98,42,"https://www.airbnb.com/rooms/24016220"
"8099",24016581,90,"Bruntsfield",6,1,2,4,100,37,"https://www.airbnb.com/rooms/24016581"
"8100",24016873,226,"Leith",10,2,3,5,87,12,"https://www.airbnb.com/rooms/24016873"
"8101",24018844,32,"Leith",4,2,1,2,94,7,"https://www.airbnb.com/rooms/24018844"
"8102",24027190,30,"Marchmont",2,1,1,1,92,22,"https://www.airbnb.com/rooms/24027190"
"8103",24027698,75,"Leith",6,1,2,2,83,7,"https://www.airbnb.com/rooms/24027698"
"8104",24029147,48,"Stockbridge",2,2,1,1,100,2,"https://www.airbnb.com/rooms/24029147"
"8105",24029378,85,"Old Town",6,1,3,3,93,56,"https://www.airbnb.com/rooms/24029378"
"8106",24029388,40,"Southside",2,2,1,1,NA,0,"https://www.airbnb.com/rooms/24029388"
"8107",24032784,300,"Leith",4,1,1,2,98,119,"https://www.airbnb.com/rooms/24032784"
"8108",24033614,99,"Tollcross",4,1,2,2,99,30,"https://www.airbnb.com/rooms/24033614"
"8109",24037606,100,"Stockbridge",4,1,1,2,98,19,"https://www.airbnb.com/rooms/24037606"
"8110",24038695,40,"Marchmont",3,1,1,2,96,18,"https://www.airbnb.com/rooms/24038695"
"8111",24038847,80,"Old Town",4,1,2,2,97,41,"https://www.airbnb.com/rooms/24038847"
"8112",24039190,67,"Marchmont",4,1,1,2,94,7,"https://www.airbnb.com/rooms/24039190"
"8113",24040097,66,NA,4,1,2,2,98,42,"https://www.airbnb.com/rooms/24040097"
"8114",24045810,50,"Leith",2,1,1,1,95,44,"https://www.airbnb.com/rooms/24045810"
"8115",24047297,30,"Newington",2,1.5,1,1,97,29,"https://www.airbnb.com/rooms/24047297"
"8116",24050204,58,"Leith",4,1,1,2,98,59,"https://www.airbnb.com/rooms/24050204"
